"Можно и по карте ";simpleTree;"вопросы о сервисе"
"Да , те же ) ) ) спасибо , большое ) у вас костюмы просто отличные ";simpleTree;"вопросы о товаре"
"Желательно прямо костюмами , только белые брюки можно одни ) ) ) ";simpleTree;"вопросы о товаре"
"Как это сделать ? ";simpleTree;общеразговорные
"***** размер ";simpleTree;другие
"Здравствуйте . Хочу оформить заказ . ";simpleTree;"вопросы о сервисе"
"Хорошо , распечатаю от сюда ! Спасибо ! ";simpleTree;"более 1 категории"
"Можно выслать бланк на оплату на электронную почту : ******************** ";simpleTree;"вопросы о сервисе"
"Нужны ваши реквизиты ";simpleTree;"вопросы о сервисе"
"*** , здравствуйте ! Получила посылку , но забрать не могу , потому что нет бланка на оплату , что делать ? ";simpleTree;"более 1 категории"
"*** , здравствуйте ! Скажите , пожалуйста , мой заказ ещё не готов ? ";simpleTree;"более 1 категории"
"Спасибо ! ";simpleTree;общеразговорные
"Оплачивать буду при получении ";simpleTree;"вопросы о сервисе"
"********** ******* ************* ";simpleTree;другие
"Отлично ! Я готова подождать ! ";simpleTree;"вопросы о сервисе"
"Из плотной ткани ) ";simpleTree;"вопросы о товаре"
"Телефон ********** * ";simpleTree;другие
"Только именно костюмами можно ? ";simpleTree;"вопросы о товаре"
"Адрес : ****** Свердловская обл . , г . Сухой Лог , ул . ****** д . ** , кв . * . Размер ** ";simpleTree;"вопросы о сервисе"
"Здравствуйте , скажите , пожалуйста , как можно оформить заказ ? Как проводится оплата ? ";simpleTree;"более 1 категории"
"https://www.bgoperator.ru/price.shtml?flt=100410000050&tid=26&code=102610084348&action=shw#/~htf/-1/01.08.2017/0010719810.0010720120.0010720120.0010719810/4/104610168311/102510005349 ";simpleTree;другие
"https://www.bgoperator.ru/price.shtml?flt=100410000050&tid=26&code=102610026739&action=shw#/~htf/-1/01.08.2017/0010719810.0010719810.0010719810.0010720120.0010720120/4/104610157178/102510005355 ";simpleTree;другие
"*** там комменты на главной к комбенизону ";simpleTree;другие
"Ну че розыгрыш не делаете ? ";simpleTree;"вопросы о сервисе"
"Поговори мне еще ";simpleTree;другие
"Я неделю назад начал тебе писать ";simpleTree;другие
"Точно ";simpleTree;общеразговорные
"А ";simpleTree;общеразговорные
"? ? ? ";simpleTree;другие
"Ты читаешь и игноришь ";simpleTree;другие
"*** ! ! Числа ставят ";simpleTree;другие
"Ну напиши в розыгрыше ) ";simpleTree;другие
"https://vk.com/highlights_paint6 ";simpleTree;другие
"Не **** ";simpleTree;другие
"Чайник ставить ? ";simpleTree;другие
"Кофе некому делать ? ";simpleTree;другие
"********** **** ";simpleTree;другие
"Думаю нет ! У нас же не эта целевая аудитория ";simpleTree;другие
"Нет ";simpleTree;общеразговорные
"*** , здравствуйте . У вас есть номер отслеживания моего заказа ? Что то не пришел еще .. думаю может на почте спросить по номеру ? ";simpleTree;другие
"Да , пришлете ? Наложенный платеж если можно . ";simpleTree;"вопросы о сервисе"
"** размер ";simpleTree;другие
"Здравствуйте , вот такой халатик хочу заказать , возможно ? ";simpleTree;"более 1 категории"
"Спасибо . *********** . В след раз закажу ";simpleTree;"более 1 категории"
"Хорошо . ";simpleTree;общеразговорные
"*** , здравствуйте . Мне тоже белые кеды можно получить ? Размер **** есть ? ";simpleTree;"более 1 категории"
"Размер ** ";simpleTree;другие
"Отлично ! Отправляйте ";simpleTree;"вопросы о сервисе"
"Напишите , пожалуйста , когда отправите . ";simpleTree;"вопросы о сервисе"
"Зеленый тогда , если можно ";simpleTree;"вопросы о товаре"
"А **** только такой возможен будет ? Я подожду ** дн ";simpleTree;"вопросы о сервисе"
"Размер ** , Адрес ****** , Московская область , город ****** ул ******** д ** кв ** *********** **** ************* . Идеально если отправите наложенным платежом . ";simpleTree;"вопросы о сервисе"
"*** , добрый день . Я хочу узнать о заказе вот такой блузы http://m.vk.com/photo-45062169_388700242?list=9aca3f144e82c17eb2&from=feedback&z=photo-45062169_388700242%2F9aca3f144e82c17eb2 ";simpleTree;"более 1 категории"
"Смс почемуто нет ";simpleTree;"вопросы о сервисе"
"Ну тогда ** ";simpleTree;другие
"Вот только точно не определюсь с размером . Шьют по разному Иногда ** хорошо и44 ";simpleTree;"вопросы о товаре"
"Вам спасибо . ";simpleTree;общеразговорные
"Очень хорошо ";simpleTree;общеразговорные
"Нужно ";simpleTree;общеразговорные
"Хорошо . ";simpleTree;общеразговорные
"Чисто белый ";simpleTree;"вопросы о товаре"
"**** белый ";simpleTree;"вопросы о товаре"
"* . Размер ** . * . г . *** . ул . Проспект Октября ** кв . ** индекс ****** . ********** ******* ********** . Тел . ********** * ";simpleTree;"более 1 категории"
"Как можно заказать у вас халат ? ";simpleTree;"вопросы о сервисе"
"Летний халат-сарафан без воротника ";simpleTree;"вопросы о товаре"
"Можно заказать такой халат ***** размера ? г . *** ";simpleTree;"вопросы о товаре"
"доброго времени суток , сегодня смска с трэк номером не приходила , или это ничего страшного ? ";simpleTree;"более 1 категории"
"Хорошо , спасибо ) ";simpleTree;общеразговорные
"Перевела ) ";simpleTree;"вопросы о сервисе"
"давайте я оплачу вам на карту ";simpleTree;"вопросы о сервисе"
"Оплата сразу или при доставке ? ";simpleTree;"вопросы о сервисе"
"Выбираю доставку почтой ) сколько по времени идёт ? ) ";simpleTree;"вопросы о сервисе"
"И какая стоимость доставки будет в мой район ";simpleTree;"вопросы о сервисе"
"* . г . ***** , ****** ** , квартира ** , почтовый индекс ****** * . Лысёнок ******** ********** * . ********** * Если выберу доставку курьером , то время доставки согласовывается ? ";simpleTree;"вопросы о сервисе"
"то есть доставка в любом случае **** + доставка в зависимости от вида - курьерская или почтой ? ";simpleTree;"вопросы о сервисе"
"ну по этой сетке ** размер , а они вообще свободными идут или по фигуре ? ";simpleTree;"вопросы о товаре"
"А есть размерная сетка ? вообще ** ";simpleTree;"вопросы о товаре"
"Вот эти лосины ";simpleTree;"вопросы о товаре"
"https://vk.com/photo-45062169_456239074?api_access_key=f09ae603fdaf9491ba ";simpleTree;другие
"Как размер определить ? ";simpleTree;"вопросы о товаре"
"Здравствуйте ! Интересует эта туника и лосины . https://vk.com/photo-45062169_410837364?api_access_key=bec64ab3e72d3e47ff ";simpleTree;"более 1 категории"
"********** * ";simpleTree;другие
"Да ";simpleTree;общеразговорные
"Напомните номер Карты ? ";simpleTree;"вопросы о сервисе"
"Можно тогда брюки белые из плотной ткани *** и халатик темно синий *** . Сколько это получтся ? \ ";simpleTree;"вопросы о товаре"
"Халат ** размер . Какие есть цвета ? ";simpleTree;"вопросы о товаре"
"Брюки белые , из плотной ткани , размер ** ";simpleTree;"вопросы о товаре"
"**** , добрый вечер ! Подскажите пожалуйста , можно заказать брюки и халатик ? ";simpleTree;"более 1 категории"
"Здравствуйте ! Вчера все получила ) ) спасибо ! ";simpleTree;"более 1 категории"
"Добрый день ! *** , а вы деньги ещё не переводили ? ";simpleTree;"более 1 категории"
"**** **** **** **** ***** ******* П Только я на почту смогу во вторник зайти . Завтра и в понедельник дежурю ";simpleTree;"вопросы о сервисе"
"Как теперь быть ? ";simpleTree;общеразговорные
"*** , добрый день ! Посылка пришла , но с наложенным платежом . Я деньги Вам переводила ";simpleTree;"более 1 категории"
"Спасибо ! ";simpleTree;общеразговорные
"Перевела ";simpleTree;"вопросы о сервисе"
"Да ";simpleTree;общеразговорные
"Номер карты тот же ? ";simpleTree;"вопросы о сервисе"
"Давайте тогда ее . Сколько будет стоить ? ";simpleTree;"вопросы о товаре"
"** размер ? ";simpleTree;"вопросы о товаре"
"А первую темно синюю можно ? ";simpleTree;"вопросы о товаре"
"Какой можно ? ";simpleTree;"вопросы о товаре"
"А **** ? ";simpleTree;другие
"И я не нашла размерную сетку в группе . Грудь *** см талия ** см бедра *** . Это какой размер будет ? ** ? ";simpleTree;"вопросы о товаре"
"*** , добрый день ? Подскажите пожалуйста , такие халатики есть в наличии ? Каких цветов ? ";simpleTree;"вопросы о товаре"
"Я забыла ) ) ";simpleTree;общеразговорные
"Фото предыдущего заказа ) ) ) ";simpleTree;другие
"*** , добрый вечер ! Костюмы получила ) ) большое спасибо ! Завтра повезу на примерку ";simpleTree;"более 1 категории"
"Вам спасибо ) ) ) ";simpleTree;общеразговорные
"Спасибо , завтра получу ";simpleTree;"более 1 категории"
"Сейчас оплачу ";simpleTree;"вопросы о сервисе"
"Мне с широкой ** подойдёт . ";simpleTree;"вопросы о товаре"
"А когда появится с широкой юбкой темно - синее , его закажем ";simpleTree;"вопросы о товаре"
"Голубое заказываем ";simpleTree;"вопросы о товаре"
"Это про какое речь ? ";simpleTree;"вопросы о товаре"
"И вот такой халатик , только другого цвета . Темно - синего . Есть ? ";simpleTree;"вопросы о товаре"
"На карту сбербанка ";simpleTree;"вопросы о сервисе"
"********** **** ******** ";simpleTree;другие
"********** * ";simpleTree;другие
"****** , ********* , ул . Урицкого , д . ** , кв . *** ";simpleTree;"вопросы о сервисе"
"Добрый день ! Можно заказать голубое платье размер ** ";simpleTree;"более 1 категории"
"Добрый день ! Размер ** ";simpleTree;"более 1 категории"
"Добрый день , размер ** интересует ";simpleTree;"более 1 категории"
"Только что перевела **** ";simpleTree;"вопросы о сервисе"
"Те же реквизиты ? ";simpleTree;"вопросы о сервисе"
"Да , данные те же . Деньги на карту ***** *********** м . ? ";simpleTree;"вопросы о сервисе"
"Здравствуйте , **** . Хочу заказать блузу голубую м272 ** размера и брюки белые ****** м530 ** размера . Все есть в наличии ? ";simpleTree;"более 1 категории"
"Посылка с красным платьем пришла . Спасибо . Подошло идеально ) ) ) ";simpleTree;"вопросы о товаре"
"Здравствуйте , **** . Сегодня отправила вам обратно белое платье . Взамен надеюсь увидеть красное ) С уважением ";simpleTree;"более 1 категории"
"Возможно прислать обратно и получить всё же красное ** размера ? ";simpleTree;"вопросы о сервисе"
"Здравствуйте , **** . Мой заказ **** пришёл . Но там белое платье ";simpleTree;"более 1 категории"
"Примерно сколько ждать ? ";simpleTree;"вопросы о сервисе"
"Только что перевела ";simpleTree;"вопросы о сервисе"
"Деньги перед отправкой хочу переслать ? Не наложенным платежом . Напишете , когда пересылать . И **** . ";simpleTree;"вопросы о сервисе"
"Хочу заказать . ****** , самарская область , сергиевский район , поселок городского типа Суходол , ул . Победы ** , кв . ** . ******** **** ********** . Тел . ********** * . Платье м165 ******** ";simpleTree;"более 1 категории"
"Здравствуйте , *** . Скажите , есть ли в наличии платье м165 красное ** размера ? ";simpleTree;"более 1 категории"
"Хорошо . Померю себя . Спасибо ";simpleTree;"более 1 категории"
"Обычно ** . Иногда ** ";simpleTree;"вопросы о товаре"
"Блуза так же **** и брюки **** ? Все правильно ? ";simpleTree;"вопросы о товаре"
"Можете подсказать как точнее подобрать у вас размер , чтоб не ошибиться ? ";simpleTree;"вопросы о товаре"
"Добрый вечер . Скажите , пожалуйста , есть ли в наличии блуза голубая или темно-сиреневая ** размера м *** . И брюки хлопок ****** м *** тоже ** размера ? Живу в самарской области , в селе-сколько будет стоить доставка ? Оплата по получении ? Возможен ли возврат ? ";simpleTree;"более 1 категории"
"Да . отправляйте . *********** ******* ********** ";simpleTree;"вопросы о сервисе"
"Хорошо . Я согласна ";simpleTree;общеразговорные
"г . ****** , улица Саянская , дом * , к . * , кв . *** . Индекс ****** . Телефон : + ********** * Мне легче сделать перевод на карту Сбербанк . ";simpleTree;"вопросы о сервисе"
"А ткань Сатори стоит *** рублей ? ";simpleTree;"вопросы о товаре"
"Здравствуйте ! Меня заинтересовал этот товар . размер ** ";simpleTree;"более 1 категории"
"Хорошо ";simpleTree;общеразговорные
"Адрес отслеживания посылки по почте будет ? ";simpleTree;"вопросы о сервисе"
"Перевела ";simpleTree;"вопросы о сервисе"
"Менеджер ? ";simpleTree;другие
"Реквизиты отправьте или телефон ";simpleTree;"вопросы о сервисе"
"Оплачу по карте ";simpleTree;"вопросы о сервисе"
"Тогда пока костюм отправьте , халат позже закажу ";simpleTree;"вопросы о товаре"
"Размер ** , ****** индекс , Республика ************ , г . ******* , ул . Академика ********* ****** . ******** Лиана ******** ********** * ";simpleTree;"вопросы о сервисе"
"Добрый день салатовый зелёный , данные позже напишу , на работе ";simpleTree;"более 1 категории"
"Добрый вечер ! Заказы отправляете по всей ****** ? Сама из ******** , хотела заказать у вас Халат М *** - Сатори ? ( ткань по плотнее нужно ) , М ** - К / ********* . Размер ** . Как производится оплата и доставка ? ";simpleTree;"более 1 категории"
"Да ";simpleTree;общеразговорные
"Да ";simpleTree;общеразговорные
"Нет такие не нравятся ";simpleTree;другие
"Ок ";simpleTree;другие
"Чёрный костюм ";simpleTree;"вопросы о товаре"
"Хорошо тогда в каких ****** ";simpleTree;другие
"Вот такого типа ";simpleTree;другие
"Нельзя так ? просто **** нравится ";simpleTree;другие
"Но хочу кнопках блузку ";simpleTree;другие
"Добрый день можно заказ сделать ? ";simpleTree;"вопросы о сервисе"
"Ок ";simpleTree;другие
"Тогда опять голубой ";simpleTree;другие
"А какие цвета тонкой ";simpleTree;другие
"Нет тонкую хочу ";simpleTree;другие
"Нет ";simpleTree;другие
"Да ";simpleTree;другие
"** ";simpleTree;другие
"Тогда красный ) ) ";simpleTree;другие
"Только вот я бы лавандовый **** хотела ? ! ";simpleTree;другие
"Доброе утро , можно мне ещё халатик заказать ! ";simpleTree;"вопросы о сервисе"
"*** , ? ? ";simpleTree;другие
"Добрый вечер ! вы уточнили ? ? ? ";simpleTree;другие
"Добрый день вы отослали посылку ? ";simpleTree;"вопросы о сервисе"
"Да ";simpleTree;другие
"Ну ? ;( ";simpleTree;другие
"Ок , жду тогда ";simpleTree;другие
"Дошли ? ";simpleTree;другие
"Пришлите потом трек номер для отслеживания ";simpleTree;другие
"Я оплачиваю ";simpleTree;другие
"Пришлите номер Карты , пожалуйста ";simpleTree;другие
"Здравствуйте . * ) xs ( ** ) * ) г . ******* , ул . М . ******* , д152 , индекс ****** * ) ******** **** ********* * ) ********** * ";simpleTree;другие
"*** ";simpleTree;другие
"Хорошо ";simpleTree;другие
"О том , что посылка на почте ";simpleTree;другие
"Получила ";simpleTree;другие
"Только смс ";simpleTree;другие
"Ещё нет ";simpleTree;другие
"Здравствуйте ";simpleTree;общеразговорные
"Буду ждать посылочку ";simpleTree;другие
"Спасибо вам ";simpleTree;общеразговорные
"Маленкина ******** ********* ";simpleTree;другие
"ХМАО-ЮГРА ";simpleTree;другие
"Индекс ****** * мкр . , д . ** . , вы . ** г . Белоярский Тюменская обл **** - **** . ";simpleTree;другие
"********** * ";simpleTree;другие
"Как раз з / п будет ";simpleTree;другие
"Давайте на почте оплачу ";simpleTree;"вопросы о сервисе"
"Разм ";simpleTree;другие
"** ";simpleTree;другие
"**** ";simpleTree;другие
"И мятный ";simpleTree;другие
"**** ";simpleTree;другие
"Розовый ";simpleTree;другие
"Ну давайте тогда закажем эти два ";simpleTree;другие
"Как думаете ? ";simpleTree;другие
"*** ";simpleTree;другие
"Я не утону в нем ? ";simpleTree;другие
"? ";simpleTree;другие
"А что на счёт ростовки ";simpleTree;"вопросы о товаре"
"А что ниб порче ? ";simpleTree;"вопросы о товаре"
"Розовый хочу ";simpleTree;"вопросы о товаре"
"? ";simpleTree;другие
"Есть другие расцв ";simpleTree;"вопросы о товаре"
"На счёт чёрного немного сомневаюсь . ";simpleTree;"вопросы о товаре"
"А рост учитывается ? ";simpleTree;"вопросы о товаре"
"Тогда можно розовый ** ";simpleTree;другие
"Ок ";simpleTree;другие
"Об - *** ";simpleTree;другие
"Ог - ** ";simpleTree;другие
"Здравствуйте ";simpleTree;общеразговорные
"Спасибо ) ";simpleTree;общеразговорные
"Если размер не подойдет , можно обменять ? ";simpleTree;"вопросы о сервисе"
"Лучше ** размер ";simpleTree;"вопросы о товаре"
"Не слишком обтягивать будет ? ";simpleTree;"вопросы о товаре"
"Рост *** см , обхват груди ** , обхват бедер ** ";simpleTree;другие
"Хорошо , можно чуть позже ";simpleTree;другие
"Почтой ";simpleTree;другие
"Да , подождать , спасибо ";simpleTree;другие
"г . ******** , ул Ново-Ямская ***** , индекс ****** , ********** ****** *********** , ********** * ";simpleTree;другие
"Брюки на резинке и туники *********** цвета , размер ***** ";simpleTree;другие
"А как можно сделать заказ ? ";simpleTree;"вопросы о сервисе"
"Здравствуйте . У вас только туники продается ? а костюм нельзя приобрести полностью ? ";simpleTree;"вопросы о сервисе"
"Спасибо ";simpleTree;общеразговорные
"Можно трек ? ";simpleTree;"вопросы о сервисе"
"Будьте осторожны , в вашей группе орудует мошенница ";simpleTree;другие
"Спасибо ";simpleTree;общеразговорные
"** на заказ ";simpleTree;другие
"Можно тогда пока только с котом , а на заказ сшить вот эту ";simpleTree;"вопросы о сервисе"
"Без брюк ";simpleTree;другие
"Можно Ее тоже ";simpleTree;другие
"А есть ещё мужские блузы с ******** в наличии ? ";simpleTree;"вопросы о сервисе"
"Телефон ********** да . ";simpleTree;"вопросы о сервисе"
"** р ";simpleTree;другие
"Блузу ";simpleTree;другие
"Здраствуйте ! Можно заказать https://vk.com/photo-45062169_456239968 ? ";simpleTree;"вопросы о сервисе"
"Отправили ? ";simpleTree;другие
"Г . *********** ул . Советская д . ** кв . ** ****** тел . ********** * ";simpleTree;другие
"Качура ******* ********** ";simpleTree;другие
"Мужской , кот в шляпе , ** размер ";simpleTree;"вопросы о товаре"
"Добрый день , а можно отдельно хирургичку ? без штанов ? ";simpleTree;"вопросы о товаре"
"А какая цена на мужской костюм из новой принтованной ткани ? ) ";simpleTree;"вопросы о товаре"
"Здравствуйте ";simpleTree;общеразговорные
"А есть чёрный мужской халат ? ";simpleTree;"вопросы о товаре"
"Здравствуйте ";simpleTree;общеразговорные
"Здравствуйте ещё раз , когда халат придёт можно узнать ? ";simpleTree;"вопросы о сервисе"
"Здравствуйте , можно узнать когда придёт халат ? ";simpleTree;"вопросы о сервисе"
"Хорошо , спасибо ) ";simpleTree;общеразговорные
"Улица просвещения дом ** кВ ** индекс ****** ";simpleTree;другие
"******** ";simpleTree;другие
"А сколько по времени доставка будет ? ";simpleTree;"вопросы о сервисе"
"Перевела ";simpleTree;другие
"Индекс исправить можно ? На ****** ";simpleTree;"вопросы о сервисе"
"Здравствуйте , можно сейчас оплатить ? ";simpleTree;"вопросы о сервисе"
"Хорошо ) ";simpleTree;общеразговорные
"****** ";simpleTree;другие
"Можно на выходных я оплачу и вы отправите ? ";simpleTree;"вопросы о сервисе"
"Да ";simpleTree;другие
"Да , сегодня ";simpleTree;другие
"Я заказала через Инстаграм , изменить вид оплаты можно ? И индекс там не вводила ";simpleTree;"вопросы о сервисе"
"Здравствуйте , я бы хотела заказать халат м133 ткань сатори , ** размер , как заказать ? ";simpleTree;"вопросы о сервисе"
"Дело в том что **************** я буду с ***** . по ***** На работе с **** по ***** . если у них есть курьер по ****** , то можем обменять . сколько это будет стоить ( с работы не уйти к сожалению ) ";simpleTree;"вопросы о сервисе"
"хорошо , а как поменять на ** ? с размерной сеткой сверялась . Остальная одежда по этим меркам подходит .. узко в рукаве ( в пройме ) и груди ( вытачки ) . Если у вас есть представительство в Санкт ********** , может там поменять ? ";simpleTree;"вопросы о сервисе"
"Здравствуйте **** , выкупила ваши халаты ( заказ ***** наллженный платеж ) размер указан ** , а по факту ** . малы . что можно сделать ? ";simpleTree;"вопросы о сервисе"
"Здравствуйте , а ткань плотнее *** у вас есть ? ";simpleTree;"вопросы о товаре"
"все получила , замечательно и размер и рост очень ! ! ! ";simpleTree;общеразговорные
"и вам спасибо . С Наступающим ! ";simpleTree;общеразговорные
"+ ********** * ";simpleTree;другие
"да ";simpleTree;другие
"хочется быстрей , а все на работе ";simpleTree;другие
"так и сегодня отправляйте я получу на почте ";simpleTree;другие
"Ок ";simpleTree;другие
"Хорошо , если сегодня не успею перевести , заплачу на почте , или можно завтра перевести ? ";simpleTree;"вопросы о сервисе"
"И какая длина платья ? ";simpleTree;"вопросы о товаре"
"Как долго ждать ? ";simpleTree;"вопросы о сервисе"
"На карту переведу ";simpleTree;другие
"Я согласна как оплата ? ";simpleTree;"вопросы о сервисе"
"Хорошо ";simpleTree;общеразговорные
"** размер есть ? ";simpleTree;"вопросы о товаре"
"спасибо . ";simpleTree;общеразговорные
"при получении на почте ";simpleTree;другие
"****** , вологодская область , череповецкий район , п . Тоншалово , ул . молодежная д . ** , кв ** . ********* Надежда ********** . ";simpleTree;другие
"размер ** , легкая ткань , с брюками ";simpleTree;другие
"Здравствуйте ! Меня заинтересовал данный товар . ";simpleTree;"вопросы о товаре"
"Здравствуйте ) как можно заказать костюм ? Город ************* ";simpleTree;"вопросы о сервисе"
"Республика ************ , г . ******** . , ул . Энергетиков ** , кв . ** . ********** **** ********* . *** *** ** ** ";simpleTree;другие
"** размер заказываю ";simpleTree;другие
"Есть такой ** размер ? ";simpleTree;"вопросы о товаре"
"Из этого материала какой можно костюм сшить ? Фасон ";simpleTree;"вопросы о сервисе"
"Здравствуйте . Есть такой в наличии ? ";simpleTree;другие
"Спасибо большое ! ";simpleTree;другие
"Здравствуйте . Примерно , сколько дней товар будет идти ? Не знаете ? * августа уезжаю . Думаю , успею ли забрать .  . . На почте можно узнать , в каком городе товар ? вы не в курсе ? ";simpleTree;"вопросы о сервисе"
"Жду ☺ ";simpleTree;другие
"Перечислила ";simpleTree;другие
"Сейчас оплачу по карте ";simpleTree;другие
"Здравствуйте . Мой костюм ещё не готов ? ";simpleTree;"вопросы о сервисе"
"Договорились ) ";simpleTree;другие
"Отправите ? ";simpleTree;другие
"Если оплачу ** ? ";simpleTree;другие
"Вы как думаете белому костюму подойдет ? Как будет смотреться ? ";simpleTree;другие
"Да . ** доплачу можно ? ";simpleTree;другие
"А вместе с белым костюмом отправите ? ";simpleTree;другие
"*** , есть в наличии ? ";simpleTree;другие
"Ну ладно , спасибо . Тогда пока не надо . ";simpleTree;другие
"******** ? ";simpleTree;другие
"А сможете фото тканей скинуть ? ";simpleTree;другие
"Здравствуйте . Есть у вас костюмы из тканей с рисунками ? ";simpleTree;"вопросы о товаре"
"Жду костюм ";simpleTree;другие
"ОгОго ) что то быстро ) ) обычно на сбербанк в течение ** дней доходит ";simpleTree;другие
"Сейчас отправлю ";simpleTree;другие
"Сумма ? Сколько вышло ? ";simpleTree;"вопросы о товаре"
"А до ******** в течение ******* дней дойдет ? ";simpleTree;"вопросы о сервисе"
"Спасибо Вам ! ! ! ";simpleTree;общеразговорные
"* *** *** ** ** ";simpleTree;другие
"****** **** ************ ";simpleTree;другие
"Новгородская область , город ******* , ул . Рабочая , дом ** Индекс ****** ";simpleTree;другие
"Наложенный платеж ";simpleTree;другие
"И такие брючки на ** размер ";simpleTree;другие
"Тогда можно мне голубой такой халатик размер ** и такой красный размер ** ( все из плотной ткани ) . ";simpleTree;"вопросы о сервисе"
"Или таком ***** ? ";simpleTree;другие
"В таком голубом ? ";simpleTree;другие
"*** , а можно такой халатик в другом ***** сшить ? ";simpleTree;"вопросы о сервисе"
"А как заказать ? ) ) ";simpleTree;"вопросы о сервисе"
"*** , сорри ) ) Я оставила комментарий под фото и мне начали писать многие люди , что если меня интересует данная модель , то они могут продать мне её дешевле ( хотя я и знать-не знаю сколько она стоит ) ) ) И я усомнилась , что группа вообще настоящая , когда Вы мне не ответили ) ) И первый и второй можно сделать из плотной ткани ? Какой более приталенный ? ";simpleTree;"вопросы о товаре"
"Кому тогда писать ? ? ? ";simpleTree;"вопросы о сервисе"
